,phrase,sentiment_values
4768,"The actresses may have worked up a back story for the women they portray so convincingly , but viewers don't get enough of that background for the characters to be involving as individuals rather than types .",2
4769,"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today's Hollywood .",0
4770,An extremely unpleasant film .,0
4771,"A movie just for Friday fans , critics be damned .",3
4772,"If you already like this sort of thing , this is that sort of thing all over again .",2
4773,A sincere but dramatically conflicted gay coming-of-age tale .,2
4774,Wait for it to hit cable .,2
4775,Ultimately feels like just one more in the long line of films this year about the business of making movies .,2
4776,"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",1
4777,"77 minutes of Pokemon may not last 4ever , it just seems like it does .",1
4778,My only wish is that Celebi could take me back to a time before I saw this movie and I could just skip it .,0
4779,The one not-so-small problem with Expecting is that the entire exercise has no real point .,1
4780,"A movie you observe , rather than one you enter into .",1
4781,"John Carlen's script is full of unhappy , two-dimensional characters who are anything but compelling .",2
4782,"LaBute can't avoid a fatal mistake in the modern era : He's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel's exquisite balance and shreds the fabric of the film .",2
4783,"The notion of deleting emotion from people , even in an advanced Prozac Nation , is so insanely dysfunctional that the rampantly designed Equilibrium becomes a concept doofus .",0
4784,"Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",1
4785,"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",1
4786,A film that loses sight of its own story .,1
4787,Adam Sandler's Eight Crazy Nights grows on you -- like a rash .,0
4788,The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison .,0
4789,"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry's terrific performance .",2
4790,Gets better after Foster leaves that little room .,3
4791,The movie is as padded as Allen's jelly belly .,1
4792,"Resident Evil isn't a product of its cinematic predecessors so much as an MTV , sugar hysteria , and PlayStation cocktail .",1
4793,A rather average action film that benefits from several funny moments supplied by Epps .,2
4794,"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0
4795,Resembles a soft porn Brian De Palma pastiche .,1
4796,"Bluto Blutarsky , we miss you .",3
4797,Innocuous enough to make even Jean-Claude Van Damme look good .,2
4798,"It's a glorified sitcom , and a long , unfunny one at that .",1
4799,Woody Allen can write and deliver a one liner as well as anybody .,4
4800,But I had a lot of problems with this movie .,1
4801,Devoid of any of the qualities that made the first film so special .,0
4802,"All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .",1
4803,Plotless collection of moronic stunts is by far the worst movie of the year .,0
4804,"However sincere it may be , The Rising Place never quite justifies its own existence .",1
4805,"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",1
4806,It's sort of a 21st century morality play with a Latino hip hop beat .,3
4807,But the second half of the movie really goes downhill .,0
4808,Paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,2
4809,The script becomes lifeless and falls apart like a cheap lawn chair .,1
4810,The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,0
4811,"The film starts promisingly , but the ending is all too predictable and far too cliched to really work .",1
4812,"Let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",3
4813,"It's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful .",0
4814,Alternately frustrating and rewarding .,3
4815,It's impossible to even categorize this as a smutty guilty pleasure .,1
4816,"Despite suffering a sense-of-humour failure , The Man Who Wrote Rocky does not deserve to go down with a ship as leaky as this .",1
4817,"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",1
4818,Or intelligent .,2
4819,"The most memorable moment was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration .",0
4820,See Clockstoppers if you have nothing better to do with 94 minutes .,1
4821,"But be warned , you too may feel time has decided to stand still .",2
4822,Or that the battery on your watch has died .,2
4823,Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .,0
4824,There are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .,3
4825,"Yes , I have given this movie a rating of zero .",0
4826,But fans of the show should not consider this a diss .,2
4827,Consider it ` perfection . ',4
4828,The cumulative effect of the movie is repulsive and depressing .,0
4829,Children and adults enamored of all things Pokemon won't be disappointed .,3
4830,I don't even care that there's no plot in this Antonio Banderas-Lucy Liu faceoff .,2
4831,It's still terrible !,0
4832,"Children of the Century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers .",2
